Geneid,wt_CON,wt_DOX
ENSMUSG00000122053,0,0
ENSMUSG00000122054,9,10
ENSMUSG00000122055,0,0
ENSMUSG00000122056,0,0
ENSMUSG00000122057,0,1
ENSMUSG00000122058,0,0
ENSMUSG00000122059,4,0
ENSMUSG00000122060,0,0
ENSMUSG00000122061,0,0
ENSMUSG00000122062,2,2
ENSMUSG00000122063,0,0
ENSMUSG00000122064,0,0
ENSMUSG00000122065,0,0
ENSMUSG00000122066,2,1
ENSMUSG00000122068,0,0
ENSMUSG00000122069,0,0
ENSMUSG00000122070,0,0
ENSMUSG00000122071,0,0
ENSMUSG00000122074,0,0
ENSMUSG00000122075,0,0
ENSMUSG00000122076,0,0
ENSMUSG00000122077,0,1
ENSMUSG00000122079,25,43
ENSMUSG00000122080,0,0
ENSMUSG00000122083,2,1
ENSMUSG00000122084,3,2
ENSMUSG00000122085,0,0
ENSMUSG00000122086,0,0
ENSMUSG00000122087,0,2
ENSMUSG00000122088,2,0
ENSMUSG00000122089,0,0
ENSMUSG00000122091,0,0
ENSMUSG00000122092,0,0
ENSMUSG00000122093,0,0
ENSMUSG00000122094,0,0
ENSMUSG00000122096,0,0
ENSMUSG00000122099,5,5
ENSMUSG00000122100,0,0
ENSMUSG00000122101,0,0
ENSMUSG00000122102,0,0
ENSMUSG00000122103,0,0
ENSMUSG00000122104,0,0
ENSMUSG00000122105,0,1
ENSMUSG00000122106,0,2
ENSMUSG00000122108,0,0
ENSMUSG00000122109,0,0
ENSMUSG00000122110,17,31
ENSMUSG00000122112,0,1
ENSMUSG00000122113,0,0
ENSMUSG00000122114,0,0
ENSMUSG00000122116,0,0
ENSMUSG00000122117,0,0
ENSMUSG00000122119,0,2
ENSMUSG00000122120,0,0
ENSMUSG00000122122,0,0
ENSMUSG00000122123,0,0
ENSMUSG00000122124,0,0
ENSMUSG00000122125,0,0
ENSMUSG00000122126,2,0
ENSMUSG00000122128,0,0
ENSMUSG00000122129,0,0
ENSMUSG00000122130,0,0
ENSMUSG00000122131,0,0
ENSMUSG00000122132,4,1
ENSMUSG00000122133,0,0
ENSMUSG00000122134,0,0
ENSMUSG00000122135,0,0
ENSMUSG00000122136,0,0
ENSMUSG00000122137,0,0
ENSMUSG00000122138,0,0
ENSMUSG00000122139,0,4
ENSMUSG00000122140,2,8
ENSMUSG00000122141,0,0
ENSMUSG00000122142,3,2
ENSMUSG00000122143,8,0
ENSMUSG00000122144,0,0
ENSMUSG00000122145,0,1
ENSMUSG00000122146,16,21
ENSMUSG00000122148,2,0
ENSMUSG00000122149,0,0
ENSMUSG00000122150,0,0
ENSMUSG00000122152,0,0
ENSMUSG00000122154,0,0
ENSMUSG00000122155,0,0
ENSMUSG00000122157,0,0
ENSMUSG00000122158,0,0
ENSMUSG00000122159,0,0
ENSMUSG00000122160,0,0
ENSMUSG00000122161,0,0
ENSMUSG00000122162,1,2
ENSMUSG00000122163,0,0
ENSMUSG00000122167,0,0
ENSMUSG00000122168,0,0
ENSMUSG00000122169,2,1
ENSMUSG00000122171,0,0
ENSMUSG00000122172,0,0
ENSMUSG00000122173,0,0
ENSMUSG00000122174,5,6
ENSMUSG00000122175,0,0
ENSMUSG00000122176,0,0
ENSMUSG00000122177,0,0
ENSMUSG00000122178,0,0
ENSMUSG00000122179,0,0
ENSMUSG00000122180,0,0
ENSMUSG00000122181,0,0
ENSMUSG00000122182,0,0
ENSMUSG00000122183,0,2
ENSMUSG00000122184,0,0
ENSMUSG00000122185,0,0
ENSMUSG00000122186,4,3
ENSMUSG00000122187,11,5
ENSMUSG00000122188,0,0
ENSMUSG00000122189,0,0
ENSMUSG00000122193,0,0
ENSMUSG00000122195,0,0
ENSMUSG00000122196,0,0
ENSMUSG00000122198,0,0
ENSMUSG00000122199,0,0
ENSMUSG00000122200,0,0
ENSMUSG00000122201,0,0
ENSMUSG00000122202,0,0
ENSMUSG00000122203,6,10
ENSMUSG00000122204,0,21
ENSMUSG00000122205,4,3
ENSMUSG00000122206,0,0
ENSMUSG00000122207,4,1
ENSMUSG00000122208,0,0
ENSMUSG00000122209,0,0
ENSMUSG00000122210,0,2
ENSMUSG00000122211,0,0
ENSMUSG00000122212,0,0
ENSMUSG00000122213,0,0
ENSMUSG00000122214,0,0
ENSMUSG00000122215,0,0
ENSMUSG00000122216,0,0
ENSMUSG00000122217,0,0
ENSMUSG00000122218,0,0
ENSMUSG00000122219,0,0
ENSMUSG00000122220,2,0
ENSMUSG00000122221,0,0
ENSMUSG00000122222,0,0
ENSMUSG00000122223,0,0
ENSMUSG00000122224,28,10
ENSMUSG00000122225,117,24
ENSMUSG00000122226,0,0
ENSMUSG00000122227,0,0
ENSMUSG00000122228,0,0
ENSMUSG00000122229,0,0
ENSMUSG00000122230,0,0
ENSMUSG00000122231,0,0
ENSMUSG00000122232,0,0
ENSMUSG00000122233,0,0
ENSMUSG00000122235,0,0
ENSMUSG00000122236,0,0
ENSMUSG00000122238,0,0
ENSMUSG00000122239,0,0
ENSMUSG00000122240,0,0
ENSMUSG00000122241,0,0
ENSMUSG00000122242,4,5
ENSMUSG00000122243,0,0
ENSMUSG00000122244,0,0
ENSMUSG00000122245,0,0
ENSMUSG00000122247,0,0
ENSMUSG00000122248,7,10
ENSMUSG00000122249,10,12
ENSMUSG00000122250,0,0
ENSMUSG00000122251,15,0
ENSMUSG00000122252,0,0
ENSMUSG00000122253,4,0
ENSMUSG00000122254,0,0
ENSMUSG00000122255,0,0
ENSMUSG00000122256,0,0
ENSMUSG00000122258,0,0
ENSMUSG00000122259,2,0
ENSMUSG00000122260,0,0
ENSMUSG00000122261,0,0
ENSMUSG00000122262,0,0
ENSMUSG00000122263,2,1
ENSMUSG00000122265,0,1
ENSMUSG00000122266,0,0
ENSMUSG00000122267,0,0
ENSMUSG00000122269,0,0
ENSMUSG00000122270,0,2
ENSMUSG00000122271,0,2
ENSMUSG00000122273,0,0
ENSMUSG00000122274,79,60
ENSMUSG00000122275,0,0
ENSMUSG00000122277,2,0
ENSMUSG00000122279,0,0
ENSMUSG00000122280,0,0
ENSMUSG00000122281,1,1
ENSMUSG00000122283,0,0
ENSMUSG00000122284,0,0
ENSMUSG00000122285,31,3
ENSMUSG00000122287,0,1
ENSMUSG00000122288,0,0
ENSMUSG00000122289,0,0
ENSMUSG00000122290,0,0
ENSMUSG00000122292,0,0
ENSMUSG00000122293,0,0
ENSMUSG00000122294,0,1
ENSMUSG00000122296,0,0
ENSMUSG00000122297,0,0
ENSMUSG00000122299,0,0
ENSMUSG00000122300,0,0
ENSMUSG00000122301,0,0
ENSMUSG00000122302,0,0
ENSMUSG00000122303,8,28
ENSMUSG00000122304,10,0
ENSMUSG00000122305,0,0
ENSMUSG00000122307,0,0
ENSMUSG00000122308,0,0
ENSMUSG00000122309,2,0
ENSMUSG00000122311,0,0
ENSMUSG00000122312,0,0
ENSMUSG00000122314,0,0
ENSMUSG00000122315,0,1
ENSMUSG00000122316,0,0
ENSMUSG00000122317,0,0
ENSMUSG00000122318,4,0
ENSMUSG00000122319,0,0
ENSMUSG00000122320,0,0
ENSMUSG00000122321,0,0
ENSMUSG00000122323,1,3
ENSMUSG00000122324,0,0
ENSMUSG00000122325,0,0
ENSMUSG00000122328,2,0
ENSMUSG00000122330,0,0
ENSMUSG00000122331,0,0
ENSMUSG00000122332,0,0
ENSMUSG00000122334,0,0
ENSMUSG00000122335,0,0
ENSMUSG00000122336,0,0
ENSMUSG00000122337,0,0
ENSMUSG00000122338,0,0
ENSMUSG00000122339,0,0
ENSMUSG00000122340,2,2
ENSMUSG00000122342,0,0
ENSMUSG00000122343,0,0
ENSMUSG00000122345,0,0
ENSMUSG00000122348,0,0
ENSMUSG00000122349,2,0
ENSMUSG00000122350,0,0
ENSMUSG00000122351,4,0
ENSMUSG00000122352,8,5
ENSMUSG00000122355,0,0
ENSMUSG00000122356,0,0
ENSMUSG00000122357,0,3
ENSMUSG00000122358,0,0
ENSMUSG00000122359,0,0
ENSMUSG00000122360,0,0
ENSMUSG00000122361,0,0
ENSMUSG00000122362,0,0
ENSMUSG00000122363,0,0
ENSMUSG00000122364,3,0
ENSMUSG00000122365,0,0
ENSMUSG00000122366,0,0
ENSMUSG00000122367,0,0
ENSMUSG00000122368,0,0
ENSMUSG00000122369,8,16
ENSMUSG00000122370,0,0
ENSMUSG00000122371,0,0
ENSMUSG00000122374,0,0
ENSMUSG00000122376,0,2
ENSMUSG00000122377,0,0
ENSMUSG00000122379,49,15
ENSMUSG00000122380,0,0
ENSMUSG00000122383,2,1
ENSMUSG00000122385,0,0
ENSMUSG00000122387,0,0
ENSMUSG00000122388,0,0
ENSMUSG00000122389,2,0
ENSMUSG00000122390,0,0
ENSMUSG00000122391,0,0
ENSMUSG00000122392,0,0
ENSMUSG00000122393,0,0
ENSMUSG00000122394,0,0
ENSMUSG00000122395,0,0
ENSMUSG00000122396,9,8
ENSMUSG00000122397,0,0
ENSMUSG00000122399,0,0
ENSMUSG00000122401,0,0
ENSMUSG00000122402,0,2
ENSMUSG00000122404,0,0
ENSMUSG00000122405,0,0
ENSMUSG00000122406,4,1
ENSMUSG00000122407,0,0
ENSMUSG00000122408,0,0
ENSMUSG00000122409,0,0
ENSMUSG00000122411,0,0
ENSMUSG00000122412,0,0
ENSMUSG00000122413,2,4
ENSMUSG00000122414,0,0
ENSMUSG00000122416,4,2
ENSMUSG00000122417,0,0
ENSMUSG00000122418,0,1
ENSMUSG00000122419,0,5
ENSMUSG00000122421,0,0
ENSMUSG00000122422,0,0
ENSMUSG00000122424,5,1
ENSMUSG00000122426,0,0
ENSMUSG00000122427,0,0
ENSMUSG00000122428,0,10
ENSMUSG00000122429,0,0
ENSMUSG00000122430,0,0
ENSMUSG00000122431,0,0
ENSMUSG00000122432,2,0
ENSMUSG00000122434,10,0
ENSMUSG00000122435,0,0
ENSMUSG00000122436,9,2
ENSMUSG00000122438,0,0
ENSMUSG00000122439,0,1
ENSMUSG00000122440,32,33
ENSMUSG00000122442,0,0
ENSMUSG00000122443,0,0
ENSMUSG00000122444,0,0
ENSMUSG00000122445,0,0
ENSMUSG00000122446,4,3
ENSMUSG00000122447,9,22
ENSMUSG00000122448,0,0
ENSMUSG00000122451,0,0
ENSMUSG00000122452,0,0
ENSMUSG00000122453,22,10
ENSMUSG00000122454,0,0
ENSMUSG00000122455,0,10
ENSMUSG00000122456,1,0
ENSMUSG00000122457,0,0
ENSMUSG00000122459,0,0
ENSMUSG00000122460,0,0
ENSMUSG00000122461,0,0
ENSMUSG00000122462,0,0
ENSMUSG00000122464,0,0
ENSMUSG00000122465,0,0
ENSMUSG00000122467,0,0
ENSMUSG00000122468,0,0
ENSMUSG00000122469,0,0
ENSMUSG00000122470,0,0
ENSMUSG00000122471,2,0
ENSMUSG00000122473,2,0
ENSMUSG00000122474,0,0
ENSMUSG00000122475,0,0
ENSMUSG00000122476,0,0
ENSMUSG00000122477,0,0
ENSMUSG00000122479,0,0
ENSMUSG00000122480,0,0
ENSMUSG00000122481,28,13
ENSMUSG00000122482,4,1
ENSMUSG00000122483,0,0
ENSMUSG00000122484,97,112
ENSMUSG00000122485,0,0
ENSMUSG00000122486,2,0
ENSMUSG00000122490,2,6
ENSMUSG00000122491,0,0
ENSMUSG00000122492,0,0
ENSMUSG00000122493,0,0
ENSMUSG00000122494,0,0
ENSMUSG00000122495,0,2
ENSMUSG00000122496,52,11
ENSMUSG00000122497,0,0
ENSMUSG00000122499,0,0
ENSMUSG00000122500,0,0
ENSMUSG00000122501,0,0
ENSMUSG00000122502,0,0
ENSMUSG00000122504,0,0
ENSMUSG00000122505,0,0
ENSMUSG00000122506,0,0
ENSMUSG00000122507,0,0
ENSMUSG00000122509,0,0
ENSMUSG00000122511,0,0
ENSMUSG00000122512,0,0
ENSMUSG00000122513,0,0
ENSMUSG00000122514,15,8
ENSMUSG00000122515,0,0
ENSMUSG00000122516,0,0
ENSMUSG00000122517,1,0
ENSMUSG00000122519,0,0
ENSMUSG00000122521,0,3
ENSMUSG00000122522,0,0
ENSMUSG00000122523,0,0
ENSMUSG00000122524,0,1
ENSMUSG00000122525,0,0
ENSMUSG00000122526,14,13
ENSMUSG00000122527,0,0
ENSMUSG00000122528,0,0
ENSMUSG00000122529,0,2
ENSMUSG00000122530,2,19
ENSMUSG00000122531,0,0
ENSMUSG00000122533,0,0
ENSMUSG00000122535,0,0
ENSMUSG00000122536,0,0
ENSMUSG00000122537,0,0
ENSMUSG00000122538,0,0
ENSMUSG00000122539,0,0
ENSMUSG00000122540,0,0
ENSMUSG00000122541,0,0
ENSMUSG00000122542,0,0
ENSMUSG00000122543,0,0
ENSMUSG00000122544,3,7
ENSMUSG00000122545,0,0
ENSMUSG00000122546,0,0
ENSMUSG00000122547,0,0
ENSMUSG00000122548,0,0
ENSMUSG00000122549,0,0
ENSMUSG00000122550,5,9
ENSMUSG00000122551,0,0
ENSMUSG00000122552,1,6
ENSMUSG00000122554,0,0
ENSMUSG00000122555,0,0
ENSMUSG00000122556,0,0
ENSMUSG00000122557,0,3
ENSMUSG00000122558,0,0
ENSMUSG00000122559,2,0
ENSMUSG00000122560,0,0
ENSMUSG00000122561,0,0
ENSMUSG00000122562,0,0
ENSMUSG00000122563,48,8
ENSMUSG00000122564,2,0
ENSMUSG00000122565,0,0
ENSMUSG00000122566,19,1
ENSMUSG00000122567,0,0
ENSMUSG00000122568,9,3
ENSMUSG00000122569,0,0
ENSMUSG00000122570,2,2
ENSMUSG00000122573,40,7
ENSMUSG00000122575,0,0
ENSMUSG00000122576,10,16
ENSMUSG00000122577,0,0
ENSMUSG00000122578,0,0
ENSMUSG00000122580,0,0
ENSMUSG00000122581,1,3
ENSMUSG00000122582,0,0
ENSMUSG00000122583,0,0
ENSMUSG00000122584,0,0
ENSMUSG00000122585,0,0
ENSMUSG00000122587,11,1
ENSMUSG00000122588,0,0
ENSMUSG00000122589,0,0
ENSMUSG00000122590,0,0
ENSMUSG00000122591,0,0
ENSMUSG00000122594,0,1
ENSMUSG00000122595,0,0
ENSMUSG00000122596,0,0
ENSMUSG00000122597,0,0
ENSMUSG00000122599,0,0
ENSMUSG00000122601,0,0
ENSMUSG00000122602,0,0
ENSMUSG00000122603,0,2
ENSMUSG00000122605,7,2
ENSMUSG00000122606,10,16
ENSMUSG00000122607,0,0
ENSMUSG00000122608,0,0
ENSMUSG00000122609,0,0
ENSMUSG00000122610,0,0
ENSMUSG00000122611,0,0
ENSMUSG00000122612,0,1
ENSMUSG00000122613,0,0
ENSMUSG00000122614,0,0
ENSMUSG00000122616,398,255
ENSMUSG00000122617,0,2
ENSMUSG00000122618,0,0
ENSMUSG00000122619,0,0
ENSMUSG00000122621,0,0
ENSMUSG00000122622,0,0
ENSMUSG00000122624,6,0
ENSMUSG00000122625,0,0
ENSMUSG00000122626,0,0
ENSMUSG00000122628,0,0
ENSMUSG00000122629,1,2
ENSMUSG00000122630,87,49
ENSMUSG00000122631,0,2
ENSMUSG00000122632,0,0
ENSMUSG00000122633,0,0
ENSMUSG00000122634,0,0
ENSMUSG00000122635,0,0
ENSMUSG00000122638,0,0
ENSMUSG00000122639,0,0
ENSMUSG00000122640,0,2
ENSMUSG00000122642,0,0
ENSMUSG00000122644,0,0
ENSMUSG00000122645,0,0
ENSMUSG00000122646,2,0
ENSMUSG00000122647,2,2
ENSMUSG00000122648,0,0
ENSMUSG00000122649,0,0
ENSMUSG00000122650,0,0
ENSMUSG00000122652,0,0
ENSMUSG00000122653,0,5
ENSMUSG00000122654,0,0
ENSMUSG00000122655,0,0
ENSMUSG00000122656,188,42
ENSMUSG00000122660,0,0
ENSMUSG00000122661,0,0
ENSMUSG00000122662,0,0
ENSMUSG00000122663,0,0
ENSMUSG00000122664,0,0
ENSMUSG00000122667,0,0
ENSMUSG00000122669,0,0
ENSMUSG00000122670,0,0
ENSMUSG00000122671,0,0
ENSMUSG00000122673,0,0
ENSMUSG00000122674,0,0
ENSMUSG00000122675,25,67
ENSMUSG00000122677,0,0
ENSMUSG00000122679,0,1
ENSMUSG00000122682,0,0
ENSMUSG00000122683,0,2
ENSMUSG00000122684,0,0
ENSMUSG00000122685,0,0
ENSMUSG00000122686,0,0
ENSMUSG00000122687,0,0
ENSMUSG00000122690,9,9
ENSMUSG00000122691,2,8
ENSMUSG00000122692,0,0
ENSMUSG00000122693,2,0
ENSMUSG00000122694,0,0
ENSMUSG00000122695,0,0
ENSMUSG00000122696,0,0
ENSMUSG00000122697,0,0
ENSMUSG00000122698,0,0
ENSMUSG00000122699,0,0
ENSMUSG00000122700,0,0
ENSMUSG00000122701,6,2
ENSMUSG00000122702,0,0
ENSMUSG00000122704,0,0
ENSMUSG00000122708,0,0
ENSMUSG00000122709,0,1
ENSMUSG00000122711,0,1
ENSMUSG00000122712,0,2
ENSMUSG00000122714,6,0
ENSMUSG00000122715,8,5
ENSMUSG00000122717,1,0
ENSMUSG00000122718,0,0
ENSMUSG00000122720,0,0
ENSMUSG00000122722,0,0
ENSMUSG00000122723,0,2
ENSMUSG00000122724,0,0
ENSMUSG00000122726,0,0
ENSMUSG00000122727,0,0
ENSMUSG00000122728,2,0
ENSMUSG00000122729,0,0
ENSMUSG00000122730,0,0
ENSMUSG00000122731,2,4
ENSMUSG00000122732,0,0
ENSMUSG00000122733,0,0
ENSMUSG00000122734,0,0
ENSMUSG00000122735,0,0
ENSMUSG00000122738,0,0
ENSMUSG00000122739,0,0
ENSMUSG00000122740,0,0
ENSMUSG00000122741,0,0
ENSMUSG00000122742,0,0
ENSMUSG00000122743,0,0
ENSMUSG00000122744,0,0
ENSMUSG00000122746,0,0
ENSMUSG00000122747,0,0
ENSMUSG00000122749,0,0
ENSMUSG00000122750,3,0
ENSMUSG00000122751,13,7
ENSMUSG00000122752,0,0
ENSMUSG00000122753,0,0
ENSMUSG00000122756,0,0
ENSMUSG00000122758,0,1
ENSMUSG00000122759,0,0
ENSMUSG00000122760,0,0
ENSMUSG00000122762,1,0
ENSMUSG00000122763,0,0
ENSMUSG00000122764,0,0
ENSMUSG00000122765,3,2
ENSMUSG00000122767,0,0
ENSMUSG00000122768,1,0
ENSMUSG00000122769,0,0
ENSMUSG00000122770,0,0
ENSMUSG00000122771,0,0
ENSMUSG00000122772,0,0
ENSMUSG00000122773,0,0
ENSMUSG00000122774,0,0
ENSMUSG00000122775,0,0
ENSMUSG00000122776,0,2
ENSMUSG00000122777,0,0
ENSMUSG00000122779,0,5
ENSMUSG00000122780,0,0
ENSMUSG00000122781,2,0
ENSMUSG00000122782,0,0
ENSMUSG00000122783,4,2
ENSMUSG00000122784,0,0
ENSMUSG00000122786,0,0
ENSMUSG00000122787,0,0
ENSMUSG00000122788,10,1
ENSMUSG00000122790,4,0
ENSMUSG00000122791,0,0
ENSMUSG00000122792,0,0
ENSMUSG00000122793,0,0
ENSMUSG00000122794,0,0
ENSMUSG00000122796,0,0
ENSMUSG00000122798,0,0
ENSMUSG00000122799,0,0
ENSMUSG00000122800,0,0
ENSMUSG00000122801,0,0
ENSMUSG00000122802,0,0
ENSMUSG00000122804,0,0
ENSMUSG00000122805,0,0
ENSMUSG00000122808,0,0
ENSMUSG00000122809,0,0
ENSMUSG00000122810,0,0
ENSMUSG00000122811,0,0
ENSMUSG00000122812,0,0
ENSMUSG00000122813,1,0
ENSMUSG00000122814,2,4
ENSMUSG00000122815,0,0
ENSMUSG00000122816,0,7
ENSMUSG00000122817,0,0
ENSMUSG00000122818,0,5
ENSMUSG00000122819,5,0
ENSMUSG00000122820,0,0
ENSMUSG00000122822,0,0
ENSMUSG00000122824,0,0
ENSMUSG00000122825,0,0
ENSMUSG00000122827,0,0
ENSMUSG00000122828,0,0
ENSMUSG00000122831,1,0
ENSMUSG00000122832,16,8
ENSMUSG00000122833,2,0
ENSMUSG00000122834,0,0
ENSMUSG00000122835,0,0
ENSMUSG00000122836,0,0
ENSMUSG00000122837,0,0
ENSMUSG00000122838,2,0
ENSMUSG00000122839,0,0
ENSMUSG00000122841,0,0
ENSMUSG00000122842,0,0
ENSMUSG00000122843,0,4
ENSMUSG00000122844,0,0
ENSMUSG00000122846,0,0
ENSMUSG00000122847,0,0
ENSMUSG00000122848,0,2
ENSMUSG00000122849,0,0
ENSMUSG00000122850,8,2
ENSMUSG00000122851,22,31
ENSMUSG00000122852,0,2
ENSMUSG00000122853,0,0
ENSMUSG00000122855,42,17
ENSMUSG00000122856,0,2
ENSMUSG00000122857,0,0
ENSMUSG00000122858,13,10
ENSMUSG00000122859,0,0
ENSMUSG00000122860,0,0
ENSMUSG00000122861,0,0
ENSMUSG00000122862,1,0
ENSMUSG00000122863,1,1
ENSMUSG00000122865,0,0
ENSMUSG00000122866,0,5
ENSMUSG00000122867,0,0
ENSMUSG00000122868,0,0
ENSMUSG00000122870,0,0
ENSMUSG00000122871,0,0
ENSMUSG00000122872,0,11
ENSMUSG00000122874,0,4
ENSMUSG00000122875,138,67
ENSMUSG00000122876,0,0
ENSMUSG00000122879,0,0
ENSMUSG00000122881,0,0
ENSMUSG00000122882,0,0
ENSMUSG00000122883,0,2
ENSMUSG00000122884,2,0
ENSMUSG00000122885,0,0
ENSMUSG00000122887,0,2
ENSMUSG00000122888,0,0
ENSMUSG00000122889,0,0
ENSMUSG00000122890,0,0
ENSMUSG00000122892,0,0
ENSMUSG00000122893,0,0
ENSMUSG00000122894,0,0
ENSMUSG00000122895,0,0
ENSMUSG00000122896,0,0
ENSMUSG00000122897,0,0
ENSMUSG00000122898,0,0
ENSMUSG00000122899,0,0
ENSMUSG00000122900,0,0
ENSMUSG00000122902,0,0
ENSMUSG00000122903,0,0
ENSMUSG00000122904,0,0
ENSMUSG00000122906,0,0
ENSMUSG00000122907,0,0
ENSMUSG00000122908,0,0
ENSMUSG00000122909,0,0
ENSMUSG00000122910,0,0
ENSMUSG00000122912,6,4
ENSMUSG00000122913,0,0
ENSMUSG00000122914,0,0
ENSMUSG00000122915,9,3
ENSMUSG00000122916,2309,790
ENSMUSG00000122918,1,3
ENSMUSG00000122919,0,0
ENSMUSG00000122921,13,13
ENSMUSG00000122922,14,10
ENSMUSG00000122924,0,0
ENSMUSG00000122925,0,0
ENSMUSG00000122926,0,0
ENSMUSG00000122927,0,3
ENSMUSG00000122928,0,0
ENSMUSG00000122930,0,0
ENSMUSG00000122934,0,0
ENSMUSG00000122935,2,0
ENSMUSG00000122937,0,0
ENSMUSG00000122938,0,0
ENSMUSG00000122939,4,3
ENSMUSG00000122940,0,0
ENSMUSG00000122942,11,3
ENSMUSG00000122945,19,6
ENSMUSG00000122946,0,0
ENSMUSG00000122947,0,0
ENSMUSG00000122948,0,0
ENSMUSG00000122949,0,1
ENSMUSG00000122950,0,0
ENSMUSG00000122952,0,0
ENSMUSG00000122953,0,0
ENSMUSG00000122954,0,0
ENSMUSG00000122955,0,0
ENSMUSG00000122956,2,3
ENSMUSG00000122958,0,0
ENSMUSG00000122959,1,2
ENSMUSG00000122960,0,0
ENSMUSG00000122964,90,46
ENSMUSG00000122965,8,4
ENSMUSG00000122966,0,0
ENSMUSG00000122967,0,2
ENSMUSG00000122968,8,9
ENSMUSG00000122969,0,0
ENSMUSG00000122970,0,0
ENSMUSG00000122971,0,0
ENSMUSG00000122974,2,0
ENSMUSG00000122976,0,0
ENSMUSG00000122978,0,0
ENSMUSG00000122979,7,1
ENSMUSG00000122982,6,2
ENSMUSG00000122983,0,0
ENSMUSG00000122984,0,0
ENSMUSG00000122985,2,0
ENSMUSG00000122986,14,8
ENSMUSG00000122987,0,0
ENSMUSG00000122988,0,0
ENSMUSG00000122990,0,0
ENSMUSG00000122992,0,0
ENSMUSG00000122993,0,0
ENSMUSG00000122995,2,0
ENSMUSG00000122996,0,0
ENSMUSG00000122997,0,0
ENSMUSG00000122999,0,0
ENSMUSG00000123001,0,0
ENSMUSG00000123003,1,8
ENSMUSG00000123004,0,0
ENSMUSG00000123005,0,0
ENSMUSG00000123006,5,4
ENSMUSG00000123008,0,0
ENSMUSG00000123010,7,2
ENSMUSG00000123011,8,2
ENSMUSG00000123012,0,0
ENSMUSG00000123013,0,1
ENSMUSG00000123014,0,0
ENSMUSG00000123016,0,2
ENSMUSG00000123017,0,0
ENSMUSG00000123018,39,19
ENSMUSG00000123020,0,0
ENSMUSG00000123021,0,0
ENSMUSG00000123022,0,0
ENSMUSG00000123026,2,0
ENSMUSG00000123027,0,0
ENSMUSG00000123028,0,0
ENSMUSG00000123029,0,0
ENSMUSG00000123030,6,2
ENSMUSG00000123032,4,2
ENSMUSG00000123033,0,0
ENSMUSG00000123034,0,0
ENSMUSG00000123035,6,0
ENSMUSG00000123036,0,0
ENSMUSG00000123039,13,3
ENSMUSG00000123040,29,57
ENSMUSG00000123042,0,0
ENSMUSG00000123043,0,0
ENSMUSG00000123044,0,2
ENSMUSG00000123046,0,0
ENSMUSG00000123047,0,0
ENSMUSG00000123048,0,0
ENSMUSG00000123049,27,85
ENSMUSG00000123050,0,0
ENSMUSG00000123051,117,32
ENSMUSG00000123052,0,0
ENSMUSG00000123054,0,0
ENSMUSG00000123055,9,1
ENSMUSG00000123058,0,0
ENSMUSG00000123059,0,2
ENSMUSG00000123060,0,0
ENSMUSG00000123061,0,0
ENSMUSG00000123064,0,0
ENSMUSG00000123066,0,0
ENSMUSG00000123067,0,0
ENSMUSG00000123068,0,0
ENSMUSG00000123070,169,127
ENSMUSG00000123072,0,0
ENSMUSG00000123073,0,0
ENSMUSG00000123074,0,0
ENSMUSG00000123076,0,0
ENSMUSG00000123077,0,2
ENSMUSG00000123079,0,0
ENSMUSG00000123080,0,0
ENSMUSG00000123081,18,14
ENSMUSG00000123082,0,0
ENSMUSG00000123086,0,0
ENSMUSG00000123087,0,0
ENSMUSG00000123088,0,0
ENSMUSG00000123089,24,27
ENSMUSG00000123092,0,0
ENSMUSG00000123093,2,3
ENSMUSG00000123094,0,0
ENSMUSG00000123096,0,2
ENSMUSG00000123097,0,0
ENSMUSG00000123098,0,3
ENSMUSG00000123099,0,0
ENSMUSG00000123100,0,0
ENSMUSG00000123101,0,0
ENSMUSG00000123102,0,0
ENSMUSG00000123103,0,0
ENSMUSG00000123104,0,0
ENSMUSG00000123105,0,0
ENSMUSG00000123108,0,0
ENSMUSG00000123112,0,0
ENSMUSG00000123113,0,0
ENSMUSG00000123116,1771,1058
ENSMUSG00000123117,0,0
ENSMUSG00000123120,2,3
ENSMUSG00000123121,0,0
ENSMUSG00000123124,0,0
ENSMUSG00000123125,0,0
ENSMUSG00000123126,0,0
ENSMUSG00000123127,0,0
ENSMUSG00000123128,3,6
ENSMUSG00000123129,0,0
ENSMUSG00000123130,0,0
ENSMUSG00000123131,0,0
ENSMUSG00000123132,0,0
ENSMUSG00000123133,0,0
ENSMUSG00000123134,0,0
ENSMUSG00000123135,0,0
ENSMUSG00000123140,0,0
ENSMUSG00000123142,0,0
ENSMUSG00000123143,0,0
ENSMUSG00000123144,0,0
ENSMUSG00000123145,0,0
ENSMUSG00000123146,0,0
ENSMUSG00000123147,0,0
ENSMUSG00000123148,0,0
ENSMUSG00000123149,0,4
ENSMUSG00000123150,0,0
ENSMUSG00000123151,0,0
ENSMUSG00000123152,0,1
ENSMUSG00000123153,0,0
ENSMUSG00000123154,0,0
ENSMUSG00000123155,0,0
ENSMUSG00000123158,0,0
ENSMUSG00000123159,0,0
ENSMUSG00000123160,0,0
ENSMUSG00000123162,0,0
ENSMUSG00000123163,0,0
ENSMUSG00000123164,0,0
ENSMUSG00000123165,0,0
ENSMUSG00000123166,0,0
ENSMUSG00000123167,0,0
ENSMUSG00000123168,0,0
ENSMUSG00000123169,0,0
ENSMUSG00000123170,0,0
ENSMUSG00000123171,0,0
ENSMUSG00000123174,2,0
ENSMUSG00000123177,0,1
